precio,Expensas,Direccion,Superficie,Dormitorios,Banos,Antiguedad,Ambientes,Fuente,ciudad
420000,40000,"PADRE CERQUEIRA 600, Piso P.B.",55  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,Chaco
250000,27000,"CERQUEIRA P. 600, Piso 1",38  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Chaco
450000,30000,"MONTEAGUDO 1300, Piso 2",40  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Chaco
420000,30000,"MONTEAGUDO 1300, Piso 2",40  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Chaco
780000,70000,"Concepción del Bermejo 100, Piso 2",75  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Chaco
700000,No disponible,Mitre 700,No disponible,3 dorm.,2 baños,No disponible,4 ambientes,argenprop,Chaco
270000,No disponible,Pasaje arturo lestani 1100,No disponible,No disponible,1 baño,No disponible,No disponible,argenprop,Chaco
380000,27200,San Lorenzo al 1400,40  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Chaco
280000,No disponible,"Donovan 600, Piso 1",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Chaco
500000,No disponible,San Lorenzo 200,No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Cordoba
380000,45000,OBISPO SALGUERO 100,No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Cordoba
300000,45000,Obispo Salguero 100,No disponible,No disponible,1 baño,No disponible,No disponible,argenprop,Cordoba
550000,105000,"Independencia 300, Piso 7",45  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Cordoba
450000,70000,"Domingo F Sarmiento 1300, Piso 2",No disponible,1 dorm.,No disponible,3 años,No disponible,argenprop,Cordoba
500000,100000,"Avenida Marcelo T. De Alvear 900, Piso PB",No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,Cordoba
350000,No disponible,Fructuoso Rivera 1000,40  m² cubie.,1 dorm.,No disponible,No disponible,No disponible,argenprop,Cordoba
650000,No disponible,Buenos aires 500,No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Cordoba
650000,No disponible,"Santiado derqui 100, Piso 3",No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Cordoba
600000,88000,"Av Duarte Quiros 4300, Piso PB",90  m² cubie.,3 dorm.,No disponible,40 años,No disponible,argenprop,Cordoba
450000,130000,Av. Sagrada familia 400,40  m² cubie.,1 dorm.,No disponible,No disponible,No disponible,argenprop,Cordoba
400000,90000,"Bv Illia 500, Piso 1",40  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Cordoba
520000,78000,"General Paz 1900, Piso 2",No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,Cordoba
530000,60000,"San Jeronimo 300, Piso 7",40  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,Cordoba
750000,150000,"San Lorenzo 100, Piso 8",85  m² cubie.,2 dorm.,No disponible,15 años,No disponible,argenprop,Cordoba
330000,55000,"Vieytes 200, Piso 1",45  m² cubie.,1 dorm.,No disponible,23 años,No disponible,argenprop,Cordoba
450000,50000,"Independencia 1400, Piso 2",48  m² cubie.,1 dorm.,No disponible,22 años,No disponible,argenprop,Cordoba
300000,No disponible,"Avenida Leandro N. Alem 900, Piso PB",30  m² cubie.,No disponible,No disponible,No disponible,No disponible,argenprop,Cordoba
500000,115000,"HILARIO FERNANDEZ 100, Piso 2",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Cordoba
500000,95000,"Bv Chacabuco 500, Piso 3",46  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Cordoba
550000,160000,"Fructuoso Rivera 400, Piso 1",40  m² cubie.,1 dorm.,No disponible,8 años,No disponible,argenprop,Cordoba
700000,30000,PADRE LUIS GALEANO 900,45  m² cubie.,1 dorm.,No disponible,No disponible,No disponible,argenprop,Cordoba
1000000,300000,NAPOLES 500,95  m² cubie.,2 dorm.,No disponible,1 año,No disponible,argenprop,Cordoba
1636700,No disponible,NEPER 5300,150  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Cordoba
700000,No disponible,27 de Abril 900,80  m² cubie.,2 dorm.,No disponible,30 años,No disponible,argenprop,Cordoba
550000,No disponible,"AV.ESTRADA 100, Piso 3",50  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Cordoba
450000,No disponible,"San Jose De Calasanz 300, Piso 7",No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Cordoba
500000,45000,Obispo Salguero 100,No disponible,2 dorm.,1 baño,No disponible,3 ambientes,argenprop,Cordoba
600000,50000,MARCELO T DE ALVEAR 900,No disponible,3 dorm.,2 baños,No disponible,4 ambientes,argenprop,Cordoba
530000,No disponible,"Coronel Juan P. Pringles 100, Piso 3",No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Cordoba
640000,110000,"M Fragueiro 300, Piso 8",55  m² cubie.,2 dorm.,No disponible,42 años,No disponible,argenprop,Cordoba
400000,70000,Tucumán 400,50  m² cubie.,1 dorm.,No disponible,9 años,No disponible,argenprop,Cordoba
550000,No disponible,"OB SALGUERO 600, Piso 6",55  m² cubie.,1 dorm.,No disponible,No disponible,No disponible,argenprop,Cordoba
700000,120000,JERONIMO LUIS DE CABRERA 700,90  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Cordoba
420000,124000,"24 de septiembre 1500, Piso 5",45  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Cordoba
450000,90000,"Lima 1900, Piso 5",50  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Cordoba
550000,No disponible,"Ituzaingo 400, Piso 3",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Cordoba
430000,No disponible,"Belgrano 400, Piso 11",42  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Cordoba
850000,70000,"David Luque 1000, Piso 4",No disponible,2 dorm.,2 baños,No disponible,4 ambientes,argenprop,Cordoba
310000,36000,"Paraguay 100, Piso 1",35  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Cordoba
320000,60000,"Isabel La Católica 1000, Piso 4",45  m² cubie.,1 dorm.,No disponible,5 años,No disponible,argenprop,Cordoba
450000,97000,"Duarte Quirós 4900, Piso 4",40  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Cordoba
400000,No disponible,"ENFERMERA CLERMONT 300, Piso 3",No disponible,1 dorm.,1 baño,15 años,No disponible,argenprop,Cordoba
270000,78000,Arturo Orgaz 258,30  m² cubie.,1 dorm.,No disponible,27 años,No disponible,argenprop,Cordoba
600000,112000,"Bv San Juan 700, Piso 10",45  m² cubie.,1 dorm.,No disponible,25 años,No disponible,argenprop,Cordoba
550000,105000,"Independencia 300, Piso 7",45  m² cubie.,1 dorm.,No disponible,12 años,No disponible,argenprop,Cordoba
305000,No disponible,Trafalgar 1000,42  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Cordoba
1300000,250000,"Colon 400, Piso 11",25  m² cubie.,2 dorm.,No disponible,30 años,No disponible,argenprop,Cordoba
2000000,760000,"Obispo Salguero 800, Piso 8",280  m² cubie.,3 dorm.,No disponible,12 años,No disponible,argenprop,Cordoba
730000,No disponible,Bv. San Juan 200,80  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Cordoba
800000,No disponible,"Av. Pujol 1900, Piso 1",No disponible,3 dorm.,2 baños,No disponible,4 ambientes,argenprop,Corrientes
400000,No disponible,Belgrano 2400,38  m² cubie.,1 dorm.,No disponible,6 años,No disponible,argenprop,Corrientes
250000,No disponible,UNNE 300,No disponible,No disponible,1 baño,No disponible,No disponible,argenprop,Corrientes
280000,No disponible,Av. independencia 4800,No disponible,2 dorm.,1 baño,No disponible,3 ambientes,argenprop,Corrientes
300000,No disponible,"Las Heras 1200, Piso 3",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Corrientes
650000,50000,Bolívar 200,10  m² cubie.,3 dorm.,1 baño,No disponible,No disponible,argenprop,Corrientes
300000,No disponible,"Sourigues 100, Piso 1",35  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Entre Rios
700000,120000,Cacique Mariano Rosas 100,"79,80  m² cubie.",2 dorm.,No disponible,25 años,No disponible,argenprop,La Pampa
620000,30000,Calle La Chilladora 100,60  m² cubie.,2 dorm.,No disponible,42 años,No disponible,argenprop,La Pampa
650000,No disponible,Nicolás Avellaneda 400,63  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
1133100,No disponible,MARTINEZ DE ROSAS 45 100,90  m² cubie.,2 dorm.,No disponible,No disponible,5 ambientes,argenprop,Mendoza
850000,No disponible,F J Moyano 1400,No disponible,3 dorm.,2 baños,No disponible,No disponible,argenprop,Mendoza
800000,No disponible,Montevideo 600,No disponible,3 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
818350,No disponible,Boulogne Sur Mer 1300,No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
300000,No disponible,General Paz 400,No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
850000,No disponible,NICOLAS AVELLANEDA 500,No disponible,3 dorm.,3 baños,No disponible,No disponible,argenprop,Mendoza
550000,No disponible,Avenida Bartolomé Mitre 700,No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
430000,15000,"Jose Federico Moreno 1100, Piso PB",80  m² cubie.,1 dorm.,No disponible,45 años,No disponible,argenprop,Mendoza
590000,39000,"OLASCOAGA , Piso PB",75  m² cubie.,2 dorm.,No disponible,20 años,No disponible,argenprop,Mendoza
350000,45000,Patricias Mendocinas Y PEDRO MOLINA,No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
420000,50000,Avenida España 900,40  m² cubie.,1 dorm.,No disponible,45 años,No disponible,argenprop,Mendoza
470000,45000,"9 de julio 300, Piso 2",79  m² cubie.,3 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
650000,45000,"9 DE JULIO  Y PEATONAL, CIUDAD",60  m² cubie.,2 dorm.,No disponible,15 años,No disponible,argenprop,Mendoza
800000,No disponible,Granaderos y Lamadrid,90  m² cubie.,2 dorm.,No disponible,20 años,No disponible,argenprop,Mendoza
350000,60000,BUENOS AIRES,45  m² cubie.,1 dorm.,No disponible,30 años,No disponible,argenprop,Mendoza
320000,9500,Joaquin V Gonzalez 100,26  m² cubie.,No disponible,No disponible,20 años,No disponible,argenprop,Mendoza
1510800,No disponible,MARIANO MORENO 555 TORRES LELOIR,75  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Mendoza
500000,No disponible,Jujuy 1146 Cuarta Seccion Capital Mendoza,100  m² cubie.,2 dorm.,No disponible,30 años,No disponible,argenprop,Mendoza
1888500,180000,MARIANO MORENO,98  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Mendoza
600000,No disponible,LUGONES Y RODRIGUEZ,90  m² cubie.,3 dorm.,No disponible,20 años,No disponible,argenprop,Mendoza
420000,No disponible,"Cayetano Silva 2200, Piso 1",65  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
1100000,130000,"RUFINO ORTEGA, QUINTA SECCIÓN",70  m² cubie.,2 dorm.,No disponible,1 año,No disponible,argenprop,Mendoza
450000,No disponible,LA RIOJA,45  m² cubie.,1 dorm.,No disponible,7 años,No disponible,argenprop,Mendoza
400000,70000,Edificio Emperador 1. calle Buenos Aires 428,30  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Mendoza
1150000,No disponible,"Francisco Moyano ,sexta sección",120  m² cubie.,3 dorm.,No disponible,10 años,No disponible,argenprop,Mendoza
350000,No disponible,"CALLE NOTTI,FRENTE AL DALVIAN",45  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Mendoza
430000,42000,TAPON MOYANO,79  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Mendoza
881300,95000,Patricias Mendocinas,65  m² cubie.,2 dorm.,No disponible,10 años,No disponible,argenprop,Mendoza
881300,No disponible,Avenida Colón 700,70  m² cubie.,2 dorm.,No disponible,25 años,No disponible,argenprop,Mendoza
1825550,50000,Avenida España 700,220  m² cubie.,3 dorm.,No disponible,45 años,No disponible,argenprop,Mendoza
1270000,No disponible,"Paso de los Andes 200, Piso 0",70  m² cubie.,2 dorm.,No disponible,2025 años,No disponible,argenprop,Mendoza
1133100,No disponible,"Necochea 473, Mendoza, 100",95  m² cubie.,3 dorm.,No disponible,8 años,No disponible,argenprop,Mendoza
565000,92000,Mitre 700,50  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
550000,No disponible,"PATRICIAS MENDOCINAS , Piso 2",120  m² cubie.,3 dorm.,No disponible,2025 años,No disponible,argenprop,Mendoza
800000,No disponible,"Av.Mitre 1700, Piso 0",127  m² cubie.,2 dorm.,No disponible,2025 años,No disponible,argenprop,Mendoza
1007200,108000,AVENIDA MITRE 700,84  m² cubie.,2 dorm.,No disponible,21 años,No disponible,argenprop,Mendoza
430000,100000,Chacabuco 400,80  m² cubie.,3 dorm.,1 baño,No disponible,No disponible,argenprop,Mendoza
1070150,218000,BARRIO DALVIAN 100,60  m² cubie.,1 dorm.,No disponible,2 años,No disponible,argenprop,Mendoza
850000,60000,Gutiérrez 700,60  m² cubie.,2 dorm.,No disponible,30 años,No disponible,argenprop,Mendoza
950000,125000,Avenida Bartolomé Mitre 500,120  m² cubie.,3 dorm.,No disponible,30 años,No disponible,argenprop,Mendoza
900000,97000,"PUEYRREDON 300, Piso 0",75  m² cubie.,2 dorm.,No disponible,2025 años,No disponible,argenprop,Mendoza
730000,60000,Gutierrez 700,54  m² cubie.,2 dorm.,No disponible,39 años,No disponible,argenprop,Mendoza
580000,45000,Montevideo 100,75  m² cubie.,2 dorm.,No disponible,45 años,No disponible,argenprop,Mendoza
380000,No disponible,Patricias Mendocinas 1200,"24,97  m² cubie.",1 dorm.,No disponible,47 años,No disponible,argenprop,Mendoza
590000,No disponible,"Doctor Agustín Mazza 1700, Piso 0",60  m² cubie.,1 dorm.,No disponible,2025 años,No disponible,argenprop,Mendoza
700000,77000,Joaquín V. González 600,75  m² cubie.,2 dorm.,No disponible,8 años,No disponible,argenprop,Mendoza
600000,120000,Avenida Godoy Cruz 500,77  m² cubie.,1 dorm.,No disponible,6 años,No disponible,argenprop,Mendoza
450000,59500,Avenida España 900,36  m² cubie.,No disponible,1 baño,10 años,No disponible,argenprop,Mendoza
550000,28000,San Lorenzo 300,70  m² cubie.,2 dorm.,No disponible,35 años,No disponible,argenprop,Mendoza
700000,220000,"Junin 2000, Piso 9",93  m² cubie.,3 dorm.,2 baños,No disponible,No disponible,argenprop,Misiones
700000,No disponible,"FELIX DE AZARA 2000, Piso 6",63  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Misiones
620000,No disponible,"Ramón Lista 1100, Piso 4",42  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
400000,120000,"Alvear , Piso 6",42  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Misiones
570000,No disponible,"Ramón Lista 1100, Piso 3",37  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
700000,No disponible,"Beato Roque González 800, Piso 19",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Misiones
800000,No disponible,"Depto. de 2 dormitorios, con cochera Edificio Puerta de Alcalá 21D",97  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
680000,No disponible,"Departamento de 1 dormitorio amoblado, Posadas",No disponible,1 dorm.,1 baño,a estrenar,No disponible,argenprop,Misiones
350000,No disponible,Av. Uruguay y Av. Buchardo,60  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
1200000,No disponible,"Beato Roque González 800, Piso 9",105  m² cubie.,2 dorm.,3 baños,No disponible,No disponible,argenprop,Misiones
900000,No disponible,"Beato Roque González 800, Piso 12",65  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
2500000,No disponible,"Colon 1300, Piso 15",No disponible,5 dorm.,5 baños,10 años,No disponible,argenprop,Misiones
